ID,boxes,classes
02675,,
05382,,
07205,,
02151,,
00898,915;1087;174;178|2311;1073;164;133|1490;1813;464;453,1|1|1
07778,,
01183,1292;3;385;193,1
04325,728;282;307;378,1
04894,,
00710,,
06284,999;298;1878;1341,1
05851,,
07222,1390;1383;173;154|1095;1863;522;583,1|1
07399,,
03363,219;434;218;384|1094;290;376;455|696;802;369;340,1|1|1
04731,,
01500,1289;102;283;278|677;94;307;267,1|1
02784,1457;290;256;358,1
01425,,
01887,,
04014,1107;704;358;331,1
04767,414;184;470;367|1052;144;435;399,1|1
02949,1057;275;212;189|461;365;183;169,1|1
01908,,
07513,,
03939,984;1631;680;1524|2029;663;918;368|982;767;531;1010,1|1|1
07265,1018;23;1011;1099|1180;1575;509;681|576;1227;221;200|2205;1181;257;312,1|1|1|1
05971,,
03724,,
03530,,
06874,631;841;321;300|2250;844;262;258|663;1584;872;1810,1|1|1
00778,983;39;530;1169,1
07054,,
00781,,
04512,466;47;524;1519,1
03149,,
07839,,
04288,673;114;483;478|1409;195;424;474,1|1
03697,,
00262,,
01085,1105;438;495;460|1910;336;400;421,1|1
01026,,
00592,1882;1056;367;274,1
00045,,
04370,,
05361,922;1002;174;152|376;251;469;369|1173;164;620;418|1664;1557;222;250|940;1500;139;198|908;2005;213;211|943;2561;171;173,1|1|1|1|1|1|1
00832,,
06633,,
07707,776;2309;397;356,1
07517,,
06711,,
04623,,
02795,,
06315,,
01046,,
04568,,
03515,807;92;638;337|1770;62;637;330,1|1
04910,,
01781,1556;23;316;512,1
02978,,
07134,,
03856,,
06725,1263;1650;492;366,1
00597,961;13;406;1080,1
00243,461;543;472;283|1971;669;433;277|1043;1684;592;522,1|1|1
05027,960;6;255;241|413;6;162;230,1|1
02391,788;1541;471;816|1675;1529;499;797|788;1029;199;176|2290;1010;214;182|2254;1487;109;193|957;1513;131;161|1409;1621;218;365,1|1|1|1|1|1|1
02592,1608;150;1984;648,1
04403,,
04156,513;1452;651;874|1559;1463;647;885|1219;1604;599;564|523;743;155;234|2237;743;148;238|2361;957;165;176|578;1015;155;203,1|1|1|1|1|1|1
00735,1055;17;824;1069|524;1263;923;2132,1|1
01644,,
01999,1372;58;313;467,1
04313,995;45;669;1589|613;216;327;412,1|1
05098,,
04176,,
00901,,
00078,,
04881,743;693;150;166|2049;683;186;186|1310;1689;432;432|2251;203;2553;323|602;465;2303;171,1|1|1|1|1
04586,608;315;605;1065,1
02355,,
07540,777;159;574;387|1647;85;557;291,1|1
00843,1812;1102;194;280,1
02154,,
05539,,
00120,1404;21;615;712|2002;933;247;608,1|1
06243,1319;408;375;195,1
06323,,
04928,509;586;461;705|1732;297;778;663|1150;1610;340;442,1|1|1
00093,,
01474,,
04254,,
02232,,
02016,548;845;237;272|2120;906;269;263|516;1226;810;1764,1|1|1
03881,,
02689,767;61;486;380,1
07266,,
04966,583;53;265;319,1
06340,,
06293,,
03380,581;219;1204;1094,1
00587,108;626;942;1045,1
04691,,
00348,,
00051,,
02344,,
07497,,
01437,,
06972,1165;147;362;267,1
04837,,
04439,897;718;315;195,1
05622,2072;1042;190;353|816;61;710;438|1631;76;391;342,1|1|1
05275,,
06362,,
05330,858;1448;672;497,1
03336,25;797;114;171|42;1074;182;168|2028;761;143;152|730;1677;601;516|15;332;123;155|2045;363;123;159|2076;1072;188;126,1|1|1|1|1|1|1
02014,420;307;289;284|976;325;348;334,1|1
06650,490;826;228;229|2117;514;168;207|1131;1726;327;345,1|1|1
06367,468;116;408;215|1059;173;385;212,1|1
00808,,
01575,,
03935,1039;1662;671;685|2008;572;439;379,1|1
06065,,
06654,1010;560;965;744|865;184;304;169|1727;178;301;164|429;361;325;325|2020;318;325;422,1|1|1|1|1
05073,1220;326;344;351|1225;1502;662;639,1|1
02614,756;1582;1119;537,1
00406,,
04517,,
02578,,
07030,,
06812,1746;639;458;405|733;1256;632;592|55;598;529;328,1|1|1
06796,980;1128;417;325,1
04796,,
01040,,
04256,992;1661;244;286,1
05777,,
01244,898;589;607;331|1325;364;335;257,1|1
00190,,
04916,,
07166,,
02555,,
05252,591;168;324;219|1666;43;342;299,1|1
07427,671;89;639;691,1
01004,1477;428;325;263,1
05116,,
05547,,
00930,994;18;301;168|671;639;723;287|2257;628;840;292|1194;1689;614;642|2043;11;161;197,1|1|1|1|1
01643,,
06473,,
05492,,
00188,243;289;677;1352,1
06308,1002;304;554;442,1
03101,1084;0;752;999|1416;884;361;311,1|1
05114,,
03654,,
04478,744;387;348;218,1
07639,,
02115,,
02378,380;1191;1067;2498|412;776;206;212|2714;957;178;230,1|1|1
04395,567;918;589;301|2235;818;606;327|1326;1612;465;477,1|1|1
04727,831;45;513;708|124;752;333;243|1675;817;294;220|679;1315;860;598,1|1|1|1
05145,458;262;344;194,1
05206,1925;951;188;112,1
07814,,
06047,,
04887,,
03367,,
02349,21;1845;1034;452|1924;1497;1309;321,1|1
01502,998;896;154;159|1143;1277;162;137|822;526;173;184,1|1|1
02961,286;311;1358;1587,1
07190,,
06389,654;143;1248;1794,1
04513,1572;0;494;336,1
06346,649;582;827;289|1238;1765;464;656|2260;666;722;318,1|1|1
05217,356;65;650;339|14;951;151;78,1|1
07471,758;1082;124;135|1899;1017;165;154,1|1
06218,1267;2092;478;590,1
01480,435;5;652;1410|692;1175;707;544,1|1
02462,546;73;309;309|1400;128;234;359,1|1
02371,1724;894;244;213|1246;241;454;367|2112;265;503;233,1|1|1
03095,445;48;490;1083|821;1215;583;500|124;823;288;247|1632;816;210;237,1|1|1|1
07519,,
03291,,
03484,858;1438;550;593|1883;767;154;157|1798;978;230;170|314;814;117;189|365;1032;182;204,1|1|1|1|1
00464,241;4;1061;857,1
04895,1996;1185;122;223|309;1402;194;485|756;982;106;308|524;753;112;150|1736;560;81;67|2038;480;121;141,1|1|1|1|1|1
05891,,
01433,,
03791,,
02876,,
01631,656;506;291;256|2166;598;266;224|541;1142;839;1801,1|1|1
02002,,
07992,310;1814;658;1961|430;1598;140;151|279;992;364;256|1798;1593;142;168|2151;924;364;219,1|1|1|1|1
05980,,
04654,1162;1398;404;336,1
01589,,
03555,844;320;406;419|1728;326;390;377,1|1
04736,256;528;323;273|1716;348;315;298|1046;1906;321;574,1|1|1
06653,730;1668;674;952|772;277;685;1219,1|1
01140,,
04846,448;29;391;1163,1
07943,732;280;465;275|1408;206;422;328,1|1
03579,1815;1555;412;316,1
04785,866;1355;680;480,1
05124,530;145;295;262|1097;265;367;321,1|1
03190,1331;77;357;427|630;122;331;401,1|1
07474,1202;331;269;151|1136;799;172;175|1698;20;483;389|480;89;342;514,1|1|1|1
05437,,
04533,,
04979,,
05918,1121;1513;432;727|2229;1194;204;200|2113;589;184;211|605;1235;156;187,1|1|1|1
05421,,
05396,1950;17;436;516,1
05775,2111;1739;1089;422,1
07457,609;1132;346;356,1
07164,,
01167,,
02761,941;20;871;996|323;664;381;298|2488;542;186;144|2152;728;179;192|452;1244;662;1879,1|1|1|1|1
04118,,
04976,,
01808,1155;66;340;393|685;1109;542;507,1|1
06442,601;814;216;289|316;1456;828;2443,1|1
06500,70;754;1166;2010,1
01095,453;156;420;786,1
05042,,
00854,,
06411,,
05409,1284;548;137;128,1
02580,,
07308,853;260;968;558|346;796;245;329|2059;526;282;192|1278;1765;79;108|1248;2157;105;94|1264;2519;97;111,1|1|1|1|1|1
00119,821;1588;635;622,1
07267,,
06031,1930;1642;491;212,1
06730,1111;1394;425;371,1
03457,,
02218,295;512;986;1814,1
00085,201;724;599;203|642;1205;422;372|1273;1189;165;199|1382;796;161;159,1|1|1|1
05724,1759;34;742;510,1
00209,49;592;827;223,1
05553,,
05459,829;716;152;133|949;1051;154;144|1242;408;405;136|588;272;206;212,1|1|1|1
07832,,
00203,,
07370,,
03921,1017;1016;363;219,1
07620,,
01153,,
01038,,
07612,,
05832,,
06238,,
00486,891;182;442;999|1091;1690;515;633,1|1
07520,,
01520,,
03748,,
05641,,
03771,802;120;292;340|1460;164;271;501,1|1
00839,,
05464,,
00554,,
04855,730;14;162;202|1401;7;270;212|1120;433;128;89|655;1035;131;128|152;1180;91;91|1057;1539;127;104|739;2028;204;472|1081;978;113;154|1609;1062;96;101|2020;1199;140;80,1|1|1|1|1|1|1|1|1|1
02036,,
06462,,
07529,,
04866,347;948;172;150,1
07875,2001;1060;242;228|950;1707;437;396|1715;1634;168;214|236;1051;228;245|213;1638;137;214,1|1|1|1|1
00970,454;391;1775;1980,1
04364,1157;71;461;326|1849;81;383;251,1|1
07774,,
05032,1546;145;513;238,1
01811,,
06162,,
03695,,
04735,,
03075,324;178;279;308,1
07109,,
07255,,
05023,,
00064,,
02466,517;654;1006;375|2395;604;1017;302,1|1
01107,65;1052;518;291|1946;863;523;219,1|1
04528,428;149;457;450|1199;72;455;288,1|1
06166,,
00940,775;32;598;319|1559;54;571;439,1|1
04799,,
06677,,
06061,,
03392,,
01748,667;1378;1198;1662,1
03874,,
02216,,
04510,791;1359;693;486,1
00358,,
05299,702;3;802;1083,1
03780,810;18;348;805,1
06338,886;456;420;367,1
05894,,
03662,,
07546,245;645;1009;659,1
07856,1172;471;157;141|1339;772;186;224|1768;77;403;493,1|1|1
04620,,
06685,,
03169,1338;80;308;288,1
07962,,
05979,184;866;630;502|782;1599;479;1000,1|1
07577,746;415;237;195,1
04160,707;93;503;316|1695;43;688;455,1|1
00649,,
03745,2334;1222;188;184|1117;152;609;383|1534;826;205;209|1630;2134;219;229|1999;98;553;280,1|1|1|1|1
06819,,
01937,,
03829,,
07032,799;140;1411;992,1
05721,1666;232;336;340|921;229;408;326,1|1
01149,,
04503,1755;726;801;305,1
04349,,
00429,1292;31;235;452,1
07809,742;-12;500;1130,1
01123,455;932;282;202|1142;1679;608;671|372;1513;146;242|2497;1536;163;255,1|1|1|1
06483,44;941;2068;1457,1
07966,1973;1698;868;460|713;28;510;445|1894;58;607;523,1|1|1
02755,621;333;1753;455,1
07235,2187;2033;555;257,1
05533,,
03736,541;1042;910;1990,1
05325,889;1321;661;782|190;759;585;421|1969;628;632;380,1|1|1
01574,496;1124;313;303|2348;1182;265;217|695;1964;182;207|1256;2060;633;713|2231;1884;245;344,1|1|1|1|1
01652,288;448;212;191|281;893;188;195|737;1218;534;516|1464;456;215;173,1|1|1|1
03981,1332;1594;712;555,1
03469,1475;806;112;119|717;1318;101;99|660;1459;102;95|567;1589;105;127,1|1|1|1
04293,1103;262;244;173|1564;796;543;473,1|1
07202,,
00026,,
01727,586;423;890;367|1302;1517;575;550|2293;349;999;332,1|1|1
06924,567;41;447;233,1
07193,,
01464,693;212;219;110,1
00081,682;404;407;304,1
05555,,
03007,,
06593,1334;206;114;126|1287;686;429;197|342;1284;559;2071|1047;1678;630;724,1|1|1|1
04803,304;1062;1316;1907,1
06202,,
00211,569;10;767;1296|198;1049;209;207|1752;970;198;206|1058;1527;538;459,1|1|1|1
06254,,
00386,215;658;1568;2595,1
06550,,
02402,1419;1461;965;320,1
01565,,
06627,1071;338;689;1025,1
06870,,
04526,,
00728,,
00526,1346;1441;579;436,1
06978,764;290;336;228,1
03825,987;1403;338;331,1
02377,1320;138;392;147,1
02969,1401;413;204;243,1
07876,368;1701;650;1089|1463;1705;604;1069|1360;602;295;244|179;509;594;213|2515;406;684;292|1134;1619;670;560,1|1|1|1|1|1
02595,,
05499,,
03191,,
03145,,
06406,,
06918,1348;33;622;515,1
01608,487;1713;404;650|1631;1367;242;171|41;619;197;228,1|1|1
05735,1841;132;265;183|809;163;163;236,1|1
07494,603;1369;621;311|2306;866;1029;296|1323;1816;488;576,1|1|1
00806,,
03081,,
02738,,
00921,,
03472,,
00886,903;-5;893;1124|569;662;262;229|2047;578;368;280|349;1256;663;1969,1|1|1|1
07867,560;15;779;919|765;1811;335;601|1861;1542;195;149|113;1715;125;152,1|1|1|1
07940,235;544;2171;2406|1082;1880;479;544,1|1
00591,,
07435,,
03309,,
04057,,
04415,335;1265;1087;1977,1
07877,,
03783,,
05101,,
07226,,
03485,,
01018,,
01784,409;629;177;197|1311;692;137;192|555;1493;367;352,1|1|1
05917,,
06681,503;498;570;932|635;1808;444;556|125;1417;222;176|217;944;110;219|1614;1552;231;247,1|1|1|1|1
00622,613;1757;598;770,1
02786,576;218;413;182|1343;321;169;259,1|1
07301,824;48;859;1124|379;643;841;275|2164;712;821;358|1176;1839;487;525,1|1|1|1
03522,582;246;716;939,1
03238,518;103;379;332|1394;101;478;296,1|1
05312,,
06380,,
00750,1385;966;209;202|1782;1863;216;157,1|1
05830,,
04343,999;674;713;380,1
07789,,
03495,,
02370,,
07396,,
03135,,
05798,,
05463,,
07676,962;152;376;271|959;1546;324;214|942;805;397;209,1|1|1
03462,671;460;400;319|1502;384;465;428,1|1
03819,,
00663,,
06928,,
03476,,
03234,-5;341;218;375|77;141;188;501,1|1
00370,,
00840,579;17;554;276|1405;22;487;338,1|1
02833,,
05805,,
00813,493;140;1323;623|1231;74;1007;503,1|1
03532,1401;1735;627;464|2285;1328;173;210|2315;773;165;219|2360;434;156;183|612;677;111;189|624;905;102;177|684;1442;170;192,1|1|1|1|1|1|1
02929,,
03134,461;736;251;182,1
04874,,
06019,,
05241,,
01479,1502;296;170;201|695;284;255;291,1|1
00220,,
03222,857;1838;467;1288,1
06898,,
05814,,
05607,629;23;449;304|1434;20;362;554,1|1
04250,,
05408,,
02854,807;854;169;208|521;16;333;757,1|1
02669,1148;78;396;561|190;115;437;613,1|1
05278,,
06021,,
04991,1014;270;134;130,1
00529,,
04930,913;246;670;1151|186;1601;713;478|1267;2352;688;657|818;2170;358;116|2071;2152;421;162|2535;1355;832;228|214;1260;292;190,1|1|1|1|1|1|1
00836,1829;836;309;220|416;841;247;177|929;1911;475;484,1|1|1
07564,501;1627;424;183|908;1481;626;437,1|1
05923,,
00683,1315;1763;655;682,1
06307,1416;1224;601;278,1
03535,,
04864,,
00833,614;74;902;1643,1
02433,1176;401;147;100|1328;736;119;122|1362;1085;137;144|2393;1520;146;117,1|1|1|1
04489,,
06154,,
03717,628;45;408;478|1555;57;430;455,1|1
02545,,
05919,803;955;288;629,1
06578,,
06186,,
06418,565;179;404;491|1421;223;340;429,1|1
07413,410;539;190;199|1687;481;219;141,1|1
04907,,
00149,,
06580,,
03170,,
00798,806;974;193;139|1400;131;319;241|1899;1969;188;123,1|1|1
05870,948;693;237;281,1
01299,,
03383,,
05961,,
05378,479;1222;257;203|941;1794;393;361|1828;1222;228;165,1|1|1
01882,931;272;467;367|2006;377;607;464,1|1
01423,,
06993,1105;232;586;775|375;1378;788;2212,1|1
01196,,
06762,225;64;1316;707,1
07366,1438;1149;120;270,1
02618,,
04794,,
07890,1661;1021;237;204,1
06290,,
03640,1767;6;519;472|781;43;410;416,1|1
00337,340;1262;231;169|1651;1291;173;198,1|1
07648,,
01396,,
01385,1184;420;459;138,1
02686,2200;1023;204;190|939;1400;647;556|56;1186;214;225,1|1|1
05080,753;117;454;302|1759;103;409;403,1|1
02317,129;555;175;219|215;990;130;157|1382;499;199;193|1388;927;157;153|646;1223;440;505,1|1|1|1|1
00191,237;1758;342;1233,1
02050,1753;1662;254;298,1
04186,,
02221,,
02100,667;1466;575;547|41;1934;172;1911|5;1144;293;167|1714;1146;200;143,1|1|1|1
07683,,
06791,,
05405,1166;245;600;710|432;796;243;285|2245;805;276;272|512;1449;1191;1874,1|1|1|1
05157,908;98;464;307|1728;46;473;288,1|1
03279,,
00394,833;410;450;1290|583;1735;172;211|1178;2154;568;512|2113;1787;219;215,1|1|1|1
07174,1158;1107;173;301,1
02169,,
04334,,
02023,591;91;443;887|405;242;810;533|1413;826;222;225|1686;897;450;235|281;853;243;204|199;1191;161;179|809;1654;499;441,1|1|1|1|1|1|1
00857,,
05592,,
04661,829;1947;231;209|1423;1866;359;239|1226;2284;227;227,1|1|1
07372,,
03584,181;353;563;241|1474;437;383;230|736;1115;487;431,1|1|1
00792,,
03386,412;170;746;884|338;1186;277;260|1070;1648;706;604|2184;1165;267;223|2208;463;412;338,1|1|1|1|1
02056,,
06426,963;1205;650;654,1
05305,,
02723,,
07005,,
06133,1206;1851;399;610|2274;916;254;201|725;966;257;182,1|1|1
04711,331;745;500;673,1
04492,,
01285,1331;51;428;325,1
05803,,
01304,,
02964,,
04006,,
02384,1544;25;2774;532|2439;177;452;363,1|1
04647,585;168;705;937,1
07898,,
07658,,
03735,,
03052,952;-10;455;1426|490;1040;401;312|2154;820;203;343|2253;1161;219;186|1224;1519;899;685,1|1|1|1|1
01556,,
07080,,
07223,1841;1287;154;225,1
03734,,
00575,,
00167,39;124;1701;900|1583;69;1182;377,1|1
03173,,
01393,1026;75;844;1242|611;1307;834;1961|695;740;176;152|2400;801;142;189,1|1|1|1
02812,,
03346,,
07307,453;677;948;367|1399;1911;555;523|2403;774;1026;366,1|1|1
00143,1748;107;348;513,1
01050,236;1382;164;164|2025;1385;161;140|239;1653;603;2025|894;1775;584;619,1|1|1|1
03031,,
07397,1642;4;429;274|1147;1677;343;365,1|1
02593,,
04835,,
05952,,
00572,,
05815,,
02412,852;410;639;1122|1300;1595;345;265,1|1
01854,,
01828,606;544;426;558|1490;443;565;959|551;1008;139;166|731;1358;298;249|1299;1126;613;405,1|1|1|1|1
02498,,
05714,,
02668,58;397;346;343|2073;539;268;314|832;1627;599;721,1|1|1
06163,1024;1875;458;397,1
03123,1749;1197;187;164,1
02444,1906;1710;888;546,1
05615,784;754;167;164|1643;521;161;180|1951;967;331;220|500;45;251;541|1603;42;302;509|1906;891;433;271,1|1|1|1|1|1
01156,,
06407,961;1001;194;158|1246;1215;269;452|2151;1093;142;178|2186;275;127;224,1|1|1|1
00284,482;177;346;509|744;2539;326;216|1487;151;435;562,1|1|1
07712,1144;1672;105;112|1870;1620;101;136,1|1
03051,839;1360;574;481,1
06606,,
07544,,
02278,,
00255,679;322;1660;1842,1
07231,1175;1756;338;416|2175;1567;172;159|503;1526;142;156,1|1|1
05875,169;958;352;290|2260;984;393;363|987;1667;689;740,1|1|1
07489,1096;163;203;260,1
03015,,
05057,,
04938,1278;1700;317;506,1
06992,,
06835,978;2016;421;495|820;224;984;1090,1|1
07336,,
02547,,
02737,474;287;412;1067,1
06400,,
05077,,
00500,,
07881,,
03384,760;332;140;125|1684;1055;395;289,1|1
02826,,
02062,,
00621,,
00953,800;608;372;360|447;907;281;215|1491;900;281;271|2262;847;215;205|609;1406;806;1752,1|1|1|1|1
00742,1001;195;429;555|1880;248;429;345,1|1
03595,,
06925,123;1152;151;195|953;1724;436;439,1|1
01065,537;128;606;1205|790;1462;707;537,1|1
07479,,
06568,252;546;531;545|229;1298;655;161,1|1
01131,,
01399,1314;70;354;210,1
05085,,
02434,,
00213,,
07448,,
07426,1423;178;306;264|2403;741;556;221,1|1
06985,999;108;562;330|1757;205;418;261,1|1
01533,,
02716,291;776;622;1311,1
03152,623;177;759;542|1385;111;579;433,1|1
05280,1834;639;308;284|1837;1131;211;208|492;1195;207;217|107;1446;649;2011|107;656;288;221,1|1|1|1|1
03875,449;412;554;1925|372;1144;783;2094|910;91;293;509,1|1|1
03997,699;714;285;178|634;1216;803;2010|971;258;882;1514|1263;2236;470;644,1|1|1|1
02082,573;75;415;334|1589;145;579;307,1|1
03091,,
03702,,
07787,,
05963,,
04445,1047;152;216;186,1
06558,,
00991,1057;1481;634;435|541;2435;362;135,1|1
02183,1612;331;655;328,1
05901,804;54;388;467|1753;57;443;329,1|1
07618,1531;707;239;221|1580;1118;242;246|1453;1466;217;246|1843;5;464;836|151;30;495;829,1|1|1|1|1
04906,264;1538;357;153,1
01070,,
01694,,
05070,509;1047;442;444|168;540;157;181|1289;510;188;191,1|1|1
06946,,
05576,856;1622;661;643,1
07441,1682;580;538;241|499;1311;478;741|35;575;535;267|486;510;411;1064,1|1|1|1
05685,1423;627;327;226|629;1924;201;280|2210;1811;184;121|2115;320;1009;236,1|1|1|1
07078,1923;172;432;274,1
05248,798;173;1359;784|1629;432;278;301|313;1395;466;564,1|1|1
01716,913;321;281;119,1
07729,246;715;1002;581|1376;807;700;703,1|1
00834,,
05380,1342;765;149;112,1
00126,,
06651,1162;365;326;522,1
04810,944;490;432;1300,1
01698,860;1687;560;746|2000;885;683;261|246;1253;259;256|859;119;220;754,1|1|1|1
00268,,
01825,,
05634,,
07628,,
04926,,
01472,580;138;430;223,1
00959,608;6;268;350,1
02893,,
02698,635;1413;498;446,1
05344,1185;117;225;137|287;816;246;292|1893;769;325;290|936;1969;503;407,1|1|1|1
02538,,
02098,2215;749;237;143|407;717;260;204|354;1241;652;2030,1|1|1
02899,,
07315,813;53;817;1042|827;1715;583;751,1|1
05506,1629;30;447;358,1
03804,,
03397,1396;409;433;298,1
03710,,
01627,,
02770,,
01359,457;175;381;403,1
06289,581;11;946;798,1
01015,1271;223;439;232|1318;1189;252;223|524;352;369;229|1488;1868;186;160,1|1|1|1
00130,527;68;441;819,1
00393,477;350;1188;1644,1
05178,,
05873,997;1535;657;693,1
06586,,
05004,531;1136;560;385|1511;1314;423;513,1|1
03664,,
02571,834;172;336;291,1
03057,893;1244;537;570,1
00641,324;292;376;461|1599;260;394;248|1426;1055;1312;547,1|1|1
02979,1203;1985;622;616|625;1508;198;170|479;855;147;289|2332;1457;276;232|2336;662;387;275,1|1|1|1|1
01605,,
02326,,
01851,597;160;624;961|259;453;148;228|270;728;168;234|84;1083;192;194|1699;441;170;217|1713;731;201;262|1754;1071;187;221|638;1716;513;444,1|1|1|1|1|1|1|1
07990,258;800;482;327|2224;862;444;344|217;1244;1067;2434|861;46;386;330|1670;63;300;296,1|1|1|1|1
00218,1811;137;234;186,1
07452,1024;1710;357;401|500;1616;188;208|1820;1151;155;158|1884;1555;114;199,1|1|1|1
02461,1012;42;704;1252,1
03410,369;660;362;320|2208;771;394;334|1071;1575;708;467,1|1|1
07769,423;2045;299;375|1458;1879;212;170|1972;1983;479;399,1|1|1
07083,577;4;255;1082|265;309;193;168|1557;1173;426;399|807;1326;644;460|1792;388;198;258|67;1066;369;403,1|1|1|1|1|1
07237,832;1568;502;560,1
01971,135;639;916;391,1
06300,1663;547;272;183|150;566;310;216|771;1644;493;397,1|1|1
02515,,
00904,,
01613,443;330;398;920|608;1927;555;588,1|1
05574,487;630;1458;1605,1
05912,,
03176,,
02243,,
03058,,
00407,,
02459,459;97;218;230|996;79;296;238,1|1
03831,,
07961,,
06157,1165;1500;722;333,1
01580,217;1171;108;115|949;806;100;73|934;1257;113;96|897;1738;91;108|892;2224;101;96|1633;1122;86;103,1|1|1|1|1|1
03429,,
02244,,
07391,1775;36;523;210,1
05834,752;30;362;436|1863;41;310;329,1|1
06382,639;438;139;156|809;516;167;185|904;873;95;156|1849;1089;133;173|619;61;242;334,1|1|1|1|1
02909,1826;113;207;278|1226;16;131;200,1|1
00701,458;265;210;118|1091;280;267;177,1|1
03499,,
03196,1366;236;445;378|421;219;435;327,1|1
07558,,
02006,472;18;427;250|1306;82;489;290,1|1
01906,1173;1696;148;91|1057;1986;341;440|1838;1312;435;435,1|1|1
05476,724;2014;707;661,1
05352,446;63;2981;2584,1
03177,,
05005,,
07173,1486;75;221;391|929;126;468;387,1|1
07994,402;131;259;771|143;519;207;157|438;1317;481;487|901;1263;87;93|1315;1193;161;125|1050;1806;296;149|1468;603;208;151,1|1|1|1|1|1|1
02838,,
00115,1129;1729;454;686,1
06491,,
07056,1692;42;661;272|1846;1200;432;419,1|1
01677,167;772;1563;2507,1
04689,1247;1819;324;490|1702;457;186;229,1|1
01572,,
03148,309;836;122;100,1
02605,,
05817,,
04378,621;1529;798;1756|2210;988;208;231|545;1018;193;178,1|1|1
02531,,
00627,1123;1919;519;875,1
07117,2117;939;190;242,1
02792,,
05428,,
01585,,
05887,560;169;861;1971,1
02932,95;107;513;423|247;924;199;264|872;1283;583;424|1639;1056;167;205|1756;497;106;220,1|1|1|1|1
03070,,
05245,760;166;1492;842|1588;997;285;110|2002;152;602;599,1|1|1
02504,,
07490,,
06759,1719;291;234;167|931;186;265;201,1|1
07833,534;1338;813;2029|548;712;231;286|2243;718;245;259,1|1|1
01239,1100;96;365;258|531;88;286;243|18;1575;243;113,1|1|1
07687,,
03549,951;77;328;426|1761;166;455;396,1|1
00168,,
06827,,
00671,,
05026,126;1540;324;350,1
02231,2056;1500;893;817,1
05392,,
02331,,
05525,1235;540;390;299,1
01755,834;727;223;177|544;1365;517;586|1029;1172;639;907,1|1|1
04857,,
05549,1907;314;223;272|875;1464;185;72,1|1
02981,,
03478,687;19;380;385|1583;42;475;332,1|1
00690,1034;14;1393;301,1
02060,,
01184,,
01913,1144;917;582;480,1
00697,,
04019,,
02645,947;197;602;287,1
04347,,
00025,1977;1255;1149;700|2172;90;735;501|1977;1255;1149;700,1|1|1
03040,,
03243,,
04381,,
01990,,
03690,944;64;453;412|1816;50;590;392,1|1
03689,,
04207,673;1052;593;258|1870;1257;239;221,1|1
07826,1234;1837;713;543|560;1863;636;320,1|1
05426,1031;34;315;204,1
02927,1514;25;684;356,1
03489,,
04097,1139;207;407;297,1
02248,,
01380,1786;657;238;168|461;514;241;199|854;1630;450;457,1|1|1
07899,1040;270;264;294,1
00022,772;80;366;435,1
07204,,
05332,,
04458,,
06311,298;40;457;1697,1
00616,,
00737,,
01020,725;314;219;298|591;1538;237;405|476;982;158;316|1269;119;1899;581,1|1|1|1
03409,,
02272,170;1412;507;1367|1616;1574;408;1004|1046;1842;352;590,1|1|1
07331,,
07845,,
02275,,
01960,1134;16;1031;1091|499;1563;966;2305,1|1
02760,,
06731,1334;163;468;460|586;30;345;434,1|1
00565,,
05447,1073;343;117;128|1588;315;97;125,1|1
04972,27;636;878;569|468;232;219;295|1040;53;179;878|1064;1696;322;958|471;1690;213;322,1|1|1|1|1
04804,709;164;129;148,1
06349,502;41;703;1043,1
02719,1221;1;401;213|2005;20;355;208,1|1
02442,,
02187,,
00510,,
04504,,
04590,1083;197;270;140,1
06527,,
07257,1469;132;354;489|758;14;339;265,1|1
04350,,
03289,,
07318,530;1821;469;949|1526;1698;541;952|401;957;265;231|2318;842;228;194|680;1607;136;187|2192;1474;197;170|1298;1868;507;473,1|1|1|1|1|1|1
00388,,
04004,208;1802;144;157|35;1444;163;170|1820;1764;139;193|2028;1376;162;144,1|1|1|1
01121,,
06668,,
00557,,
01207,607;1712;420;494,1
00580,,
05734,149;1818;752;2025,1
04849,,
06761,,
05646,,
02985,257;1344;264;276|822;1665;471;576|1672;1271;267;251|1704;574;339;282|267;497;393;274,1|1|1|1|1
06060,,
03741,,
00531,777;38;673;1028,1
05543,1187;333;192;168|1411;856;155;156|1428;1563;149;158,1|1|1
03402,324;849;204;251,1
00826,588;67;369;1091|1899;720;161;240|1949;1299;190;228|904;1717;507;579|184;465;547;351|155;1428;196;196,1|1|1|1|1|1
07157,105;631;467;664,1
00230,,
03287,668;472;374;1070,1
01798,,
07717,,
04223,,
01678,,
05613,544;142;428;297|1612;268;567;262,1|1
05718,,
07965,797;454;119;125|763;702;352;240|1167;805;240;502|99;801;228;652,1|1|1|1
02323,,
00552,,
03286,,
00174,544;167;612;405|1569;215;669;476,1|1
00479,,
05690,,
06824,,
00305,741;311;137;232,1
04210,,
06068,,
05302,,
07551,1069;321;137;386,1
01669,,
03961,1444;1844;522;279,1
01079,,
02125,,
00204,,
03010,2083;1390;444;338|2093;2254;183;381,1|1
02539,,
06960,,
03382,,
02950,755;44;451;329|1599;70;506;338|1712;2149;339;705,1|1|1
00103,1188;1674;500;599,1
00047,,
04067,1709;237;798;744|403;453;974;1032,1|1
07780,497;111;304;222|1238;61;309;272,1|1
01604,693;40;247;284,1
03619,606;148;383;319|1208;168;313;319,1|1
04373,,
01965,,
